 
# QPROP Version 1.22
# 
# T28 Trojan Prop                                                                 
# 
# CobraCM2217-26 Brushless DC Motor                                               
#   0.17900      Rmotor (Ohms)                  
#   0.36000      Io     (Amps)                  
#    6.9500      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
   34.000  0.2650E+05  0.000   218.5       11.65      0.3234E+053814.532    8.8409   0.9589   0.2298   0.08039  0.2734E-01  0.9565E-02  43.7571   0.2203  0.3372E+05   7431.       0.5247  0.1133    
   36.000  0.2650E+05  0.000   210.1       11.53      0.3199E+053814.516    8.7491   0.9585   0.2365   0.08512  0.2629E-01  0.9462E-02  41.4431   0.2267  0.3337E+05   7564.       0.5047  0.1132    
   38.000  0.2650E+05  0.000   201.6       11.40      0.3162E+053814.499    8.6538   0.9580   0.2422   0.08985  0.2522E-01  0.9354E-02  39.1626   0.2320  0.3301E+05   7659.       0.4844  0.1132    
   40.000  0.2650E+05  0.000   192.9       11.26      0.3125E+053814.481    8.5549   0.9575   0.2469   0.09458  0.2413E-01  0.9243E-02  36.9159   0.2364  0.3263E+05   7716.       0.4639  0.1132    
   42.000  0.2650E+05  0.000   184.1       11.12      0.3086E+053814.463    8.4522   0.9570   0.2506   0.09931  0.2303E-01  0.9127E-02  34.7031   0.2398  0.3224E+05   7732.       0.4432  0.1132    
   44.000  0.2650E+05  0.000   175.2       10.97      0.3045E+053814.444    8.3458   0.9565   0.2532   0.10404  0.2192E-01  0.9007E-02  32.5243   0.2421  0.3183E+05   7708.       0.4223  0.1132    

    2.000  0.2700E+05  0.000   350.2       13.85      0.3917E+053886.761   10.4415   0.9651   0.0179   0.00464  0.4220E-01  0.1095E-01  86.5436   0.0173  0.4058E+05   700.4       0.8162  0.1225    
    4.000  0.2700E+05  0.000   343.7       13.77      0.3894E+053886.751   10.3825   0.9649   0.0353   0.00928  0.4142E-01  0.1089E-01  83.7868   0.0341  0.4035E+05   1375.       0.8004  0.1215    
    6.000  0.2700E+05  0.000   337.0       13.70      0.3874E+053886.742   10.3328   0.9647   0.0522   0.01392  0.4061E-01  0.1084E-01  81.0389   0.0503  0.4016E+05   2022.       0.7843  0.1211    
    8.000  0.2700E+05  0.000   330.1       13.63      0.3854E+053886.732   10.2813   0.9645   0.0685   0.01857  0.3978E-01  0.1078E-01  78.3189   0.0661  0.3996E+05   2641.       0.7679  0.1208    
   10.000  0.2700E+05  0.000   323.2       13.56      0.3833E+053886.723   10.2277   0.9643   0.0843   0.02321  0.3895E-01  0.1072E-01  75.6274   0.0813  0.3975E+05   3232.       0.7514  0.1205    
   12.000  0.2700E+05  0.000   316.2       13.48      0.3812E+053886.713   10.1721   0.9642   0.0995   0.02785  0.3810E-01  0.1066E-01  72.9649   0.0960  0.3954E+05   3794.       0.7347  0.1202    
   14.000  0.2700E+05  0.000   309.1       13.40      0.3790E+053886.703   10.1145   0.9640   0.1142   0.03249  0.3725E-01  0.1060E-01  70.3318   0.1101  0.3931E+05   4327.       0.7178  0.1199    
   16.000  0.2700E+05  0.000   301.9       13.32      0.3766E+053886.692   10.0547   0.9637   0.1282   0.03713  0.3638E-01  0.1053E-01  67.7287   0.1236  0.3908E+05   4830.       0.7007  0.1196    
   18.000  0.2700E+05  0.000   294.6       13.24      0.3742E+053886.681    9.9926   0.9635   0.1417   0.04177  0.3550E-01  0.1047E-01  65.1561   0.1365  0.3884E+05   5302.       0.6834  0.1193    
   20.000  0.2700E+05  0.000   287.1       13.15      0.3717E+053886.669    9.9283   0.9633   0.1545   0.04641  0.3460E-01  0.1040E-01  62.6144   0.1488  0.3859E+05   5743.       0.6660  0.1191    
   22.000  0.2700E+05  0.000   279.6       13.06      0.3691E+053886.657    9.8617   0.9631   0.1667   0.05106  0.3370E-01  0.1032E-01  60.1040   0.1605  0.3833E+05   6152.       0.6483  0.1189    
   24.000  0.2700E+05  0.000   272.0       12.96      0.3664E+053886.645    9.7926   0.9628   0.1782   0.05570  0.3278E-01  0.1025E-01  57.6253   0.1715  0.3806E+05   6529.       0.6305  0.1186    
   26.000  0.2700E+05  0.000   264.3       12.85      0.3632E+053886.630    9.7103   0.9625   0.1892   0.06034  0.3185E-01  0.1016E-01  55.1822   0.1821  0.3774E+05   6873.       0.6124  0.1179    
   28.000  0.2700E+05  0.000   256.5       12.73      0.3601E+053886.616    9.6280   0.9622   0.1995   0.06498  0.3091E-01  0.1007E-01  52.7644   0.1919  0.3742E+05   7181.       0.5940  0.1174    
   30.000  0.2700E+05  0.000   248.3       12.62      0.3569E+053886.601    9.5475   0.9619   0.2087   0.06962  0.2992E-01  0.9982E-02  50.3507   0.2008  0.3711E+05   7450.       0.5751  0.1173    
   32.000  0.2700E+05  0.000   240.1       12.50      0.3534E+053886.585    9.4562   0.9615   0.2175   0.07426  0.2894E-01  0.9883E-02  47.9834   0.2091  0.3675E+05   7685.       0.5560  0.1168    
   34.000  0.2700E+05  0.000   231.6       12.38      0.3499E+053886.569    9.3676   0.9612   0.2251   0.07890  0.2791E-01  0.9787E-02  45.6177   0.2163  0.3641E+05   7876.       0.5364  0.1167    
   36.000  0.2700E+05  0.000   223.0       12.25      0.3464E+053886.552    9.2757   0.9608   0.2318   0.08355  0.2687E-01  0.9687E-02  43.2842   0.2227  0.3605E+05   8028.       0.5166  0.1167    
   38.000  0.2700E+05  0.000   214.3       12.12      0.3426E+053886.535    9.1789   0.9604   0.2376   0.08819  0.2582E-01  0.9582E-02  40.9815   0.2282  0.3567E+05   8142.       0.4966  0.1167    
   40.000  0.2700E+05  0.000   205.4       11.97      0.3386E+053886.517    9.0754   0.9599   0.2426   0.09283  0.2475E-01  0.9469E-02  38.7081   0.2329  0.3527E+05   8214.       0.4763  0.1166    
   42.000  0.2700E+05  0.000   196.3       11.83      0.3344E+053886.497    8.9682   0.9595   0.2466   0.09747  0.2366E-01  0.9353E-02  36.4678   0.2366  0.3485E+05   8246.       0.4558  0.1166    
   44.000  0.2700E+05  0.000   187.2       11.68      0.3301E+053886.478    8.8572   0.9590   0.2495   0.10211  0.2256E-01  0.9232E-02  34.2608   0.2393  0.3442E+05   8237.       0.4351  0.1166    

    2.000  0.2750E+05  0.000   366.8       14.65      0.4218E+053958.807   11.0198   0.9668   0.0174   0.00456  0.4261E-01  0.1116E-01  88.6145   0.0168  0.4363E+05   733.6       0.8250  0.1259    
    4.000  0.2750E+05  0.000   360.1       14.56      0.4193E+053958.796   10.9567   0.9667   0.0344   0.00911  0.4183E-01  0.1110E-01  85.8516   0.0332  0.4338E+05   1440.       0.8093  0.1249    
    6.000  0.2750E+05  0.000   353.1       14.49      0.4172E+053958.786   10.9026   0.9665   0.0508   0.01367  0.4102E-01  0.1104E-01  83.0924   0.0491  0.4316E+05   2119.       0.7931  0.1245    
    8.000  0.2750E+05  0.000   346.1       14.41      0.4149E+053958.776   10.8465   0.9663   0.0667   0.01823  0.4020E-01  0.1098E-01  80.3604   0.0645  0.4294E+05   2769.       0.7768  0.1242    
   10.000  0.2750E+05  0.000   338.9       14.33      0.4126E+053958.766   10.7884   0.9662   0.0821   0.02279  0.3937E-01  0.1092E-01  77.6561   0.0794  0.4271E+05   3389.       0.7603  0.1238    
   12.000  0.2750E+05  0.000   331.7       14.25      0.4103E+053958.755   10.7283   0.9660   0.0970   0.02734  0.3853E-01  0.1086E-01  74.9798   0.0937  0.4247E+05   3980.       0.7437  0.1234    
   14.000  0.2750E+05  0.000   324.3       14.16      0.4078E+053958.744   10.6661   0.9658   0.1113   0.03190  0.3768E-01  0.1079E-01  72.3323   0.1075  0.4222E+05   4541.       0.7269  0.1231    
   16.000  0.2750E+05  0.000   316.9       14.07      0.4052E+053958.732   10.6016   0.9656   0.1251   0.03646  0.3681E-01  0.1073E-01  69.7139   0.1208  0.4197E+05   5070.       0.7098  0.1228    
   18.000  0.2750E+05  0.000   309.4       13.98      0.4026E+053958.720   10.5350   0.9654   0.1383   0.04101  0.3594E-01  0.1066E-01  67.1252   0.1335  0.4171E+05   5569.       0.6927  0.1225    
   20.000  0.2750E+05  0.000   301.7       13.89      0.3999E+053958.708   10.4660   0.9651   0.1509   0.04557  0.3505E-01  0.1058E-01  64.5665   0.1457  0.4143E+05   6035.       0.6753  0.1222    
   22.000  0.2750E+05  0.000   294.0       13.79      0.3971E+053958.695   10.3946   0.9649   0.1629   0.05013  0.3415E-01  0.1051E-01  62.0383   0.1572  0.4115E+05   6468.       0.6578  0.1219    
   24.000  0.2750E+05  0.000   286.2       13.69      0.3941E+053958.682   10.3208   0.9647   0.1743   0.05468  0.3324E-01  0.1043E-01  59.5410   0.1681  0.4086E+05   6868.       0.6401  0.1216    
   26.000  0.2750E+05  0.000   278.3       13.57      0.3907E+053958.667   10.2345   0.9644   0.1852   0.05924  0.3233E-01  0.1034E-01  57.0860   0.1786  0.4051E+05   7236.       0.6222  0.1209    
   28.000  0.2750E+05  0.000   270.1       13.46      0.3875E+053958.652   10.1535   0.9641   0.1952   0.06380  0.3138E-01  0.1026E-01  54.6343   0.1882  0.4019E+05   7564.       0.6039  0.1207    
   30.000  0.2750E+05  0.000   261.9       13.33      0.3839E+053958.636   10.0625   0.9638   0.2046   0.06836  0.3042E-01  0.1016E-01  52.2192   0.1972  0.3983E+05   7857.       0.5853  0.1201    
   32.000  0.2750E+05  0.000   253.4       13.21      0.3804E+053958.620    9.9742   0.9635   0.2132   0.07291  0.2944E-01  0.1007E-01  49.8163   0.2054  0.3948E+05   8109.       0.5663  0.1200    
   34.000  0.2750E+05  0.000   244.8       13.07      0.3764E+053958.602    9.8739   0.9631   0.2211   0.07747  0.2844E-01  0.9964E-02  47.4503   0.2130  0.3909E+05   8324.       0.5471  0.1194    
   36.000  0.2750E+05  0.000   236.0       12.94      0.3726E+053958.585    9.7772   0.9628   0.2280   0.08203  0.2741E-01  0.9863E-02  45.0940   0.2195  0.3870E+05   8495.       0.5275  0.1194    
   38.000  0.2750E+05  0.000   227.0       12.80      0.3687E+053958.567    9.6770   0.9624   0.2340   0.08658  0.2637E-01  0.9758E-02  42.7695   0.2252  0.3831E+05   8627.       0.5077  0.1193    
   40.000  0.2750E+05  0.000   217.9       12.66      0.3646E+053958.548    9.5733   0.9620   0.2391   0.09114  0.2532E-01  0.9649E-02  40.4769   0.2300  0.3790E+05   8718.       0.4877  0.1193    
   42.000  0.2750E+05  0.000   208.7       12.51      0.3603E+053958.529    9.4659   0.9616   0.2433   0.09570  0.2425E-01  0.9537E-02  38.2165   0.2340  0.3747E+05   8767.       0.4675  0.1193    
   44.000  0.2750E+05  0.000   199.4       12.36      0.3559E+053958.509    9.3548   0.9611   0.2465   0.10026  0.2317E-01  0.9421E-02  35.9882   0.2369  0.3703E+05   8774.       0.4471  0.1193    

    2.000  0.2800E+05  0.000   383.1       15.39      0.4514E+054030.847   11.5636   0.9684   0.0170   0.00448  0.4293E-01  0.1132E-01  90.6074   0.0164  0.4661E+05   766.2       0.8318  0.1285    
    4.000  0.2800E+05  0.000   376.3       15.31      0.4488E+054030.836   11.5005   0.9682   0.0335   0.00895  0.4217E-01  0.1125E-01  87.8463   0.0325  0.4636E+05   1505.       0.8164  0.1275    
    6.000  0.2800E+05  0.000   369.2       15.23      0.4466E+054030.826   11.4459   0.9681   0.0496   0.01343  0.4137E-01  0.1120E-01  85.0835   0.0480  0.4614E+05   2215.       0.8005  0.1271    
    8.000  0.2800E+05  0.000   361.9       15.15      0.4444E+054030.816   11.3894   0.9679   0.0652   0.01790  0.4056E-01  0.1114E-01  82.3472   0.0631  0.4591E+05   2896.       0.7844  0.1268    
   10.000  0.2800E+05  0.000   354.6       15.07      0.4420E+054030.805   11.3310   0.9677   0.0802   0.02238  0.3974E-01  0.1108E-01  79.6376   0.0776  0.4567E+05   3546.       0.7681  0.1265    
   12.000  0.2800E+05  0.000   347.2       14.99      0.4396E+054030.794   11.2704   0.9676   0.0948   0.02685  0.3891E-01  0.1102E-01  76.9554   0.0917  0.4543E+05   4167.       0.7516  0.1261    
   14.000  0.2800E+05  0.000   339.7       14.90      0.4370E+054030.783   11.2078   0.9674   0.1088   0.03133  0.3807E-01  0.1096E-01  74.3011   0.1053  0.4518E+05   4756.       0.7350  0.1258    
   16.000  0.2800E+05  0.000   332.1       14.82      0.4344E+054030.772   11.1430   0.9672   0.1223   0.03581  0.3721E-01  0.1089E-01  71.6750   0.1183  0.4491E+05   5314.       0.7182  0.1255    
   18.000  0.2800E+05  0.000   324.4       14.72      0.4317E+054030.760   11.0759   0.9670   0.1353   0.04028  0.3635E-01  0.1083E-01  69.0777   0.1308  0.4464E+05   5839.       0.7013  0.1253    
   20.000  0.2800E+05  0.000   316.6       14.63      0.4289E+054030.747   11.0066   0.9668   0.1476   0.04476  0.3548E-01  0.1076E-01  66.5095   0.1427  0.4436E+05   6332.       0.6842  0.1250    
   22.000  0.2800E+05  0.000   308.7       14.53      0.4260E+054030.734   10.9349   0.9666   0.1594   0.04923  0.3459E-01  0.1068E-01  63.9709   0.1541  0.4408E+05   6791.       0.6669  0.1248    
   24.000  0.2800E+05  0.000   300.7       14.43      0.4231E+054030.721   10.8607   0.9664   0.1706   0.05371  0.3369E-01  0.1061E-01  61.4622   0.1648  0.4378E+05   7216.       0.6494  0.1245    
   26.000  0.2800E+05  0.000   292.7       14.31      0.4196E+054030.706   10.7748   0.9661   0.1814   0.05818  0.3280E-01  0.1052E-01  59.0025   0.1752  0.4343E+05   7610.       0.6319  0.1238    
   28.000  0.2800E+05  0.000   284.4       14.20      0.4163E+054030.691   10.6935   0.9659   0.1912   0.06266  0.3186E-01  0.1044E-01  56.5375   0.1847  0.4310E+05   7962.       0.6138  0.1236    
   30.000  0.2800E+05  0.000   276.0       14.07      0.4127E+054030.675   10.6027   0.9656   0.2006   0.06714  0.3092E-01  0.1035E-01  54.1138   0.1937  0.4274E+05   8279.       0.5956  0.1231    
   32.000  0.2800E+05  0.000   267.3       13.95      0.4091E+054030.659   10.5141   0.9653   0.2091   0.07161  0.2995E-01  0.1026E-01  51.6958   0.2018  0.4238E+05   8554.       0.5769  0.1230    
   34.000  0.2800E+05  0.000   258.6       13.81      0.4051E+054030.641   10.4143   0.9650   0.2171   0.07609  0.2898E-01  0.1016E-01  49.3214   0.2095  0.4198E+05   8793.       0.5581  0.1225    
   36.000  0.2800E+05  0.000   249.6       13.68      0.4012E+054030.624   10.3174   0.9647   0.2240   0.08056  0.2797E-01  0.1006E-01  46.9482   0.2161  0.4159E+05   8985.       0.5387  0.1224    
   38.000  0.2800E+05  0.000   240.4       13.54      0.3971E+054030.606   10.2171   0.9643   0.2301   0.08504  0.2694E-01  0.9958E-02  44.6057   0.2219  0.4118E+05   9136.       0.5192  0.1224    
   40.000  0.2800E+05  0.000   231.1       13.39      0.3928E+054030.587   10.1089   0.9640   0.2354   0.08951  0.2590E-01  0.9849E-02  42.2890   0.2269  0.4074E+05   9245.       0.4994  0.1223    
   42.000  0.2800E+05  0.000   221.7       13.24      0.3882E+054030.566    9.9969   0.9636   0.2398   0.09399  0.2484E-01  0.9736E-02  40.0036   0.2311  0.4029E+05   9311.       0.4794  0.1223    
   44.000  0.2800E+05  0.000   212.2       13.08      0.3836E+054030.546    9.8812   0.9631   0.2434   0.09846  0.2377E-01  0.9619E-02  37.7497   0.2344  0.3983E+05   9335.       0.4593  0.1222    

    2.000  0.2850E+05  0.000   400.3       16.21      0.4836E+054102.895   12.1542   0.9699   0.0166   0.00440  0.4329E-01  0.1150E-01  92.6614   0.0161  0.4987E+05   800.6       0.8397  0.1315    
    4.000  0.2850E+05  0.000   393.2       16.13      0.4815E+054102.886   12.1017   0.9697   0.0327   0.00879  0.4253E-01  0.1145E-01  89.8825   0.0317  0.4965E+05   1573.       0.8244  0.1311    
    6.000  0.2850E+05  0.000   386.0       16.04      0.4786E+054102.873   12.0312   0.9696   0.0484   0.01319  0.4175E-01  0.1138E-01  87.1277   0.0469  0.4936E+05   2316.       0.8086  0.1301    
    8.000  0.2850E+05  0.000   378.5       15.95      0.4761E+054102.862   11.9702   0.9694   0.0636   0.01759  0.4094E-01  0.1132E-01  84.3801   0.0617  0.4911E+05   3028.       0.7926  0.1298    
   10.000  0.2850E+05  0.000   371.0       15.87      0.4735E+054102.851   11.9072   0.9693   0.0783   0.02199  0.4013E-01  0.1126E-01  81.6587   0.0759  0.4885E+05   3710.       0.7764  0.1294    
   12.000  0.2850E+05  0.000   363.4       15.78      0.4708E+054102.839   11.8421   0.9691   0.0926   0.02638  0.3930E-01  0.1120E-01  78.9639   0.0897  0.4859E+05   4360.       0.7600  0.1290    
   14.000  0.2850E+05  0.000   355.6       15.68      0.4681E+054102.827   11.7748   0.9689   0.1064   0.03078  0.3846E-01  0.1113E-01  76.2962   0.1031  0.4831E+05   4979.       0.7435  0.1287    
   16.000  0.2850E+05  0.000   347.8       15.59      0.4652E+054102.815   11.7054   0.9687   0.1196   0.03518  0.3762E-01  0.1106E-01  73.6561   0.1159  0.4803E+05   5565.       0.7268  0.1283    
   18.000  0.2850E+05  0.000   339.9       15.49      0.4623E+054102.802   11.6337   0.9686   0.1323   0.03957  0.3676E-01  0.1099E-01  71.0439   0.1282  0.4773E+05   6118.       0.7099  0.1280    
   20.000  0.2850E+05  0.000   331.8       15.39      0.4593E+054102.789   11.5596   0.9684   0.1445   0.04397  0.3589E-01  0.1092E-01  68.4602   0.1399  0.4743E+05   6637.       0.6929  0.1277    
   22.000  0.2850E+05  0.000   323.7       15.28      0.4561E+054102.775   11.4832   0.9682   0.1561   0.04837  0.3501E-01  0.1085E-01  65.9053   0.1512  0.4711E+05   7122.       0.6757  0.1274    
   24.000  0.2850E+05  0.000   315.5       15.17      0.4529E+054102.761   11.4043   0.9680   0.1672   0.05277  0.3412E-01  0.1077E-01  63.3797   0.1618  0.4679E+05   7572.       0.6583  0.1271    
   26.000  0.2850E+05  0.000   307.2       15.06      0.4496E+054102.746   11.3229   0.9677   0.1776   0.05716  0.3322E-01  0.1069E-01  60.8836   0.1719  0.4646E+05   7986.       0.6408  0.1269    
   28.000  0.2850E+05  0.000   298.8       14.93      0.4457E+054102.729   11.2284   0.9675   0.1877   0.06156  0.3232E-01  0.1060E-01  58.4267   0.1816  0.4607E+05   8366.       0.6231  0.1261    
   30.000  0.2850E+05  0.000   290.1       14.81      0.4420E+054102.713   11.1395   0.9672   0.1969   0.06596  0.3138E-01  0.1051E-01  55.9732   0.1904  0.4570E+05   8703.       0.6050  0.1259    
   32.000  0.2850E+05  0.000   281.3       14.67      0.4380E+054102.696   11.0399   0.9669   0.2056   0.07035  0.3043E-01  0.1041E-01  53.5522   0.1988  0.4529E+05   9003.       0.5866  0.1254    
   34.000  0.2850E+05  0.000   272.3       14.54      0.4340E+054102.678   10.9434   0.9666   0.2134   0.07475  0.2945E-01  0.1032E-01  51.1447   0.2062  0.4490E+05   9259.       0.5679  0.1253    
   36.000  0.2850E+05  0.000   263.2       14.39      0.4295E+054102.659   10.8344   0.9663   0.2206   0.07915  0.2847E-01  0.1021E-01  48.7716   0.2132  0.4445E+05   9477.       0.5489  0.1247    
   38.000  0.2850E+05  0.000   253.9       14.25      0.4252E+054102.640   10.7292   0.9660   0.2269   0.08355  0.2746E-01  0.1011E-01  46.4078   0.2192  0.4402E+05   9647.       0.5296  0.1246    
   40.000  0.2850E+05  0.000   244.4       14.10      0.4208E+054102.621   10.6206   0.9657   0.2323   0.08794  0.2643E-01  0.1001E-01  44.0742   0.2244  0.4357E+05   9776.       0.5101  0.1246    
   42.000  0.2850E+05  0.000   234.8       13.94      0.4162E+054102.600   10.5084   0.9653   0.2370   0.09234  0.2539E-01  0.9896E-02  41.7711   0.2287  0.4311E+05   9861.       0.4904  0.1245    
   44.000  0.2850E+05  0.000   225.1       13.78      0.4114E+054102.580   10.3925   0.9649   0.2407   0.09674  0.2434E-01  0.9783E-02  39.4987   0.2323  0.4264E+05   9903.       0.4706  0.1245    

    2.000  0.2900E+05  0.000   417.2       16.97      0.5154E+054174.937   12.7111   0.9711   0.0162   0.00432  0.4358E-01  0.1163E-01  94.6399   0.0157  0.5307E+05   834.4       0.8459  0.1337    
    4.000  0.2900E+05  0.000   409.9       16.89      0.5130E+054174.927   12.6551   0.9710   0.0320   0.00864  0.4282E-01  0.1158E-01  91.8533   0.0310  0.5283E+05   1640.       0.8306  0.1333    
    6.000  0.2900E+05  0.000   402.6       16.80      0.5101E+054174.915   12.5846   0.9709   0.0474   0.01296  0.4205E-01  0.1151E-01  89.1010   0.0460  0.5254E+05   2416.       0.8152  0.1323    
    8.000  0.2900E+05  0.000   395.0       16.71      0.5075E+054174.904   12.5231   0.9707   0.0623   0.01729  0.4126E-01  0.1146E-01  86.3498   0.0604  0.5228E+05   3160.       0.7994  0.1320    
   10.000  0.2900E+05  0.000   387.3       16.62      0.5049E+054174.892   12.4596   0.9706   0.0767   0.02161  0.4045E-01  0.1140E-01  83.6242   0.0745  0.5202E+05   3873.       0.7833  0.1316    
